"id","tag_number","before_weight","after_weight","difference","adjustment","final_weight","product_number","created_at","updated_at","product_type","barcode_weight","lot_id"
"1375","A55","","","","","","NS01322__909.8675612567473","2025-11-28 13:29:52.495","2025-11-28 13:30:08.990","active","13.220","145"
"1376","A55","","","","","","LS02323__193.11563889378337","2025-11-28 13:30:45.871","2025-11-28 13:31:10.198","active","23.230","145"
"1377","A55","","","","","","LS03792__344.93503606739574","2025-11-28 13:31:47.305","2025-11-28 13:32:01.944","active","37.920","145"
"1378","A55","","","","","","LS03895__162.27630987835596","2025-11-28 13:32:27.064","2025-11-28 13:33:05.998","active","38.950","145"
"1379","A55","","","","","","LS03584__280.89174258908844","2025-11-28 13:33:38.108","2025-11-28 13:33:54.088","active","35.840","145"
"1380","A55","","","","","","LS02993__444.2480058736238","2025-11-28 13:34:25.654","2025-11-28 13:34:46.262","active","29.930","145"
"1381","A55","","","","","","LS02344__720.3501951213653","2025-11-28 13:35:15.502","2025-11-28 13:35:37.943","active","23.440","145"
"1382","G01","","","","","","COM25174656 - GRH__867.5017688915066","2025-12-01 07:50:46.624","2025-12-01 07:53:06.453","active","COM25174656","146"
"1383","G01","","","","","","COM 25174656 __290.07573313156644","2025-12-01 07:53:28.190","2025-12-01 07:56:08.849","active"," ","146"
"1384","G01","","","","","","GRH-COM25174656__535.9804077603026","2025-12-01 07:56:32.475","2025-12-01 07:59:23.249","active","0.390","146"
"1385","A55","","","","","","NS01352__609.0039511873834","2025-12-01 17:14:53.116","2025-12-01 17:15:27.540","active","13.520","145"
"1386","A55","","","","","","NS01427__84.80479406416008","2025-12-01 17:16:08.876","2025-12-01 17:16:24.196","active","14.270","145"
"1387","D84","","","","","","NSP0817__273.10076544228235","2025-12-03 07:13:10.412","2025-12-03 07:23:59.534","active","8.170","147"
"1388","D84","","","","","","NSP1033__314.05302749148586","2025-12-03 07:14:10.786","2025-12-03 07:24:19.117","active","10.330","147"
"1389","D84","","","","","","NSP0682__541.2545944628426","2025-12-03 07:15:53.248","2025-12-03 07:24:28.300","active","6.820","147"
"1390","D84","","","","","","NSP0633__947.9929396287137","2025-12-03 07:16:23.800","2025-12-03 07:24:37.784","active","6.330","147"
"1391","D84","","","","","","NSP1045__584.701171870212","2025-12-03 07:17:08.803","2025-12-03 07:24:49.265","active","10.450","147"
"1392","D84","","","","","","NSP0837__785.5469799123642","2025-12-03 07:17:54.670","2025-12-03 07:24:59.319","active","8.370","147"
"1393","D84","","","","","","NSP1048__696.1017765660613","2025-12-03 07:18:39.150","2025-12-03 07:25:08.347","active","10.480","147"
"1394","D84","","","","","","NSP1051__301.1231674981283","2025-12-03 07:19:20.634","2025-12-03 07:25:22.134","active","10.510","147"
"1395","D84","","","","","","NSP0626__306.15504890286127","2025-12-03 07:20:09.229","2025-12-03 07:25:35.334","active","6.260","147"
"1396","D84","","","","","","NSP0639__400.29029734589085","2025-12-03 07:25:59.828","2025-12-03 07:26:33.370","active","6.390","147"
"1397","D84","","","","","","NSP0821__442.9208904927644","2025-12-03 07:27:08.974","2025-12-03 07:27:27.302","active","8.210","147"
"1398","D84","","","","","","NSP0826__280.8480346922715","2025-12-03 07:27:49.444","2025-12-03 07:28:23.157","active","8.260","147"
"1399","D84","","","","","","NSP1050__395.58786404122225","2025-12-03 07:28:31.900","2025-12-03 07:29:00.038","active","10.500","147"
"1400","D84","","","","","","NSP0628__150.51903396702392","2025-12-03 07:29:10.043","2025-12-03 07:29:46.921","active","6.280","147"
"1401","D84","","","","","","NSP0825__243.79175863147572","2025-12-03 07:29:58.449","2025-12-03 07:30:37.307","active","8.250","147"
"1402","D84","","","","","","NSP1026__313.45417872713455","2025-12-03 07:30:48.209","2025-12-03 07:31:23.080","active","10.260","147"
"1403","D84","","","","","","NSP0810__956.7875233148657","2025-12-03 07:31:35.378","2025-12-03 07:32:05.615","active","8.100","147"
"1404","D84","","","","","","NSP0833__119.27698583115199","2025-12-03 07:32:24.914","2025-12-03 07:32:49.130","active","8.330","147"
"1405","D84","","","","","","NSP0671__314.1033397288846","2025-12-03 07:32:58.206","2025-12-03 07:33:24.730","active","6.710","147"
"1406","D84","","","","","","NSP0642__111.45253313815506","2025-12-03 07:34:18.187","2025-12-03 07:34:37.276","active","6.420","147"
"1407","D84","","","","","","NSP0822__52.21740042124856","2025-12-03 07:34:54.454","2025-12-03 07:35:12.378","active","8.220","147"
"1408","D84","","","","","","NSP0837__134.71464558966773","2025-12-03 07:35:45.615","2025-12-03 07:36:03.848","active","8.370","147"
"1409","D84","","","","","","NSP1040__291.63339178228046","2025-12-03 07:37:31.490","2025-12-03 07:37:59.429","active","10.400","147"
"1410","D84","","","","","","NSP0626__766.3199795172328","2025-12-03 07:38:37.018","2025-12-03 07:39:05.796","active","6.260","147"
"1411","D84","","","","","","NSP0640__28.788146999587426","2025-12-03 07:39:14.155","2025-12-03 07:39:36.234","active","6.400","147"
"1412","D84","","","","","","NSP0631__343.52849454500256","2025-12-03 07:40:03.018","2025-12-03 07:40:26.681","active","6.310","147"
"1413","D84","","","","","","NSP0821__122.82815946259329","2025-12-03 07:40:35.124","2025-12-03 07:41:13.950","active","8.210","147"
"1414","A90","","","","","","LS05517__427.5070846111539","2025-12-08 06:21:14.429","2025-12-08 06:21:37.316","active","55.170","148"
"1415","A90","","","","","","NS01726__463.03216305423865","2025-12-08 06:44:52.952","2025-12-08 06:52:43.772","active","17.260","148"
"1416","A90","","","","","","NS01730__401.7270894323819","2025-12-08 06:45:45.373","2025-12-08 06:51:16.125","active","17.300","148"
"1417","A90","","","","","","NS01820__684.9816697805646","2025-12-08 06:46:27.298","2025-12-08 06:46:43.981","active","18.200","148"
"1418","A90","","","","","","NS01766__199.87955582998018","2025-12-08 06:47:08.383","2025-12-08 06:49:52.900","active","17.660","148"
"1419","A91","","","","","","NS01826__209.86099526836787","2025-12-08 13:03:57.338","2025-12-08 13:04:25.361","active","18.260","150"
"1420","A91","","","","","","NS01935__453.8948722204197","2025-12-08 13:04:53.597","2025-12-08 13:05:12.517","active","19.350","150"
"1421","A91","","","","","","NS01997__556.1916777170819","2025-12-08 13:13:15.414","2025-12-08 13:13:34.636","active","19.970","150"
"1422","A91","","","","","","LS02673__443.06162678828366","2025-12-08 13:14:02.355","2025-12-08 13:14:24.541","active","26.730","150"
"1423","A91","","","","","","LS03423__272.89794907194806","2025-12-08 13:14:49.379","2025-12-08 13:15:13.003","active","34.230","150"
"1424","A91","","","","","","LS03686__476.98947884406874","2025-12-08 13:15:42.714","2025-12-08 13:16:26.124","active","36.860","150"
"1425","A91","","","","","","LS02115__715.2554627408472","2025-12-09 05:35:28.492","2025-12-09 05:36:13.990","active","21.150","150"
"1426","A91","","","","","","NS02302__453.7254115377691","2025-12-10 12:45:27.453","2025-12-10 12:45:53.307","active","23.020","150"
"1427","A91","","","","","","NS01627__710.8803013606159","2025-12-10 12:46:42.296","2025-12-10 12:47:13.375","active","16.270","150"
"1428","J","","","","","","SJA0425__75.54965445690853","2025-12-10 14:45:09.384","2025-12-10 14:48:52.215","active","4.250","151"
"1429","J","","","","","","SJA0409__593.3528482958748","2025-12-10 14:45:40.545","2025-12-10 14:49:06.799","active","4.090","151"
"1430","J","","","","","","SJA0413__239.21104965561702","2025-12-10 14:46:00.363","2025-12-10 14:49:20.934","active","4.130","151"
"1431","J","","","","","","SJA0401__874.4568177592391","2025-12-10 14:46:27.624","2025-12-10 14:49:38.207","active","4.010","151"
"1432","J","","","","","","SJA0404__646.7711066110434","2025-12-10 14:46:49.824","2025-12-10 14:49:48.598","active","4.040","151"
"1433","J","","","","","","SJA0402__101.34153242522115","2025-12-10 14:47:10.407","2025-12-10 14:50:05.551","active","4.020","151"
"1434","J","","","","","","SJA0405__984.4222368556713","2025-12-10 14:47:31.440","2025-12-10 14:50:27.951","active","4.050","151"
"1435","J","","","","","","SJA0402__740.7942229590261","2025-12-10 14:47:50.103","2025-12-10 14:50:40.854","active","4.020","151"
"1436","J","","","","","","SJA0403__824.5388952554144","2025-12-10 14:48:05.447","2025-12-10 14:50:53.136","active","4.030","151"
"1437","J","","","","","","SJA0409__414.9885198799903","2025-12-10 14:48:23.032","2025-12-10 14:51:01.966","active","4.090","151"
"1438","J","","","","","","SJA0406__664.0812731284889","2025-12-10 14:51:57.807","2025-12-10 14:58:27.723","active","4.060","151"
"1439","J","","","","","","SJA0397__153.3346934423958","2025-12-10 14:52:18.447","2025-12-10 14:58:48.582","active","3.970","151"
"1440","J","","","","","","SJA0411__298.83846722282635","2025-12-10 14:52:34.583","2025-12-10 14:58:59.702","active","4.110","151"
"1441","J","","","","","","SJA0407__735.5977108532599","2025-12-10 14:52:51.023","2025-12-10 14:59:08.678","active","4.070","151"
"1442","J","","","","","","SJA0415__649.2425607943258","2025-12-10 14:53:08.878","2025-12-10 14:59:16.703","active","4.150","151"
"1443","J","","","","","","SJA0397__189.06869460284014","2025-12-10 14:53:23.791","2025-12-10 14:59:25.542","active","3.970","151"
"1444","J","","","","","","SJA0408__274.1431968688095","2025-12-10 14:53:39.607","2025-12-10 14:59:33.727","active","4.080","151"
"1445","J","","","","","","SJA0399__836.0846788881382","2025-12-10 14:56:40.103","2025-12-10 14:59:43.765","active","3.990","151"
"1446","J","","","","","","SJA0410__608.5929926104172","2025-12-10 14:56:53.574","2025-12-10 14:59:52.937","active","4.100","151"
"1447","J","","","","","","SJA0403__303.9628267683949","2025-12-10 14:57:11.638","2025-12-10 15:00:02.102","active","4.030","151"
"1448","J","","","","","","SJA0397__505.93809392195243","2025-12-10 14:57:28.318","2025-12-10 15:00:09.734","active","3.970","151"
"1449","J","","","","","","SJA0405__738.2164526171398","2025-12-10 14:57:45.438","2025-12-10 15:00:19.565","active","4.050","151"
"1450","J","","","","","","SJA0405__412.9746354997397","2025-12-10 14:57:58.567","2025-12-10 15:00:27.198","active","4.050","151"
"1451","J","","","","","","SJA0408__600.7229446184141","2025-12-10 14:58:11.164","2025-12-10 15:00:36.062","active","4.080","151"
"1452","J","","","","","","SJA0813__56.45484679573043","2025-12-10 15:04:07.061","2025-12-10 15:07:45.789","active","8.130","151"
"1453","J","","","","","","SJA0811__215.28751496354425","2025-12-10 15:05:08.229","2025-12-10 15:07:56.862","active","8.110","151"
"1454","J","","","","","","SJA0791__848.5737635930923","2025-12-10 15:05:23.837","2025-12-10 15:08:14.940","active","7.910","151"
"1455","J","","","","","","SJA0802__126.48735113949373","2025-12-10 15:05:38.797","2025-12-10 15:08:24.668","active","8.020","151"
"1456","J","","","","","","SJA0807__963.145501819898","2025-12-10 15:05:52.981","2025-12-10 15:08:34.909","active","8.070","151"
"1457","J","","","","","","SJA0821__391.6346666875201","2025-12-10 15:06:11.357","2025-12-10 15:08:50.868","active","8.210","151"
"1458","J","","","","","","SJA0851__605.6640194112368","2025-12-10 15:06:27.196","2025-12-10 15:08:59.494","active","8.510","151"
"1459","J","","","","","","SJA0812__446.47092233472495","2025-12-10 15:06:39.173","2025-12-10 15:09:09.077","active","8.120","151"
"1460","J","","","","","","SJA0824__656.9506234568023","2025-12-10 15:06:51.517","2025-12-10 15:09:18.253","active","8.240","151"
"1461","J","","","","","","SJA0810__384.4716213840793","2025-12-10 15:07:03.848","2025-12-10 15:09:28.683","active","8.100","151"
"1462","J","","","","","","SJA0805__135.8299146023334","2025-12-10 15:07:17.437","2025-12-10 15:09:38.715","active","8.050","151"
"1463","J1","","","","","","SJA0606__6.973620925533552","2025-12-10 15:23:02.491","2025-12-10 15:25:53.482","active","6.060","153"
"1464","J1","","","","","","SJA0591__429.88679135041184","2025-12-10 15:23:20.482","2025-12-10 15:26:02.650","active","5.910","153"
"1465","J1","","","","","","SJA0604__938.2533579871699","2025-12-10 15:23:36.634","2025-12-10 15:26:10.346","active","6.040","153"
"1466","J1","","","","","","SJA0606__45.54326347106552","2025-12-10 15:23:48.970","2025-12-10 15:26:22.084","active","6.060","153"
"1467","J1","","","","","","SJA0606__845.4054761494206","2025-12-10 15:24:03.778","2025-12-10 15:26:32.298","active","6.060","153"
"1468","J1","","","","","","SJA0609__910.7749736506519","2025-12-10 15:24:18.210","2025-12-10 15:26:41.921","active","6.090","153"
"1469","J1","","","","","","SJA0606__291.6960101146937","2025-12-10 15:24:50.530","2025-12-10 15:26:53.393","active","6.060","153"
"1470","J1","","","","","","SJA0605__489.15217758139494","2025-12-10 15:25:07.603","2025-12-10 15:27:01.050","active","6.050","153"
"1471","J1","","","","","","SJA0590__998.7754562064383","2025-12-10 15:25:20.170","2025-12-10 15:27:09.163","active","5.900","153"
"1472","J1","","","","","","SJA0588__83.97991578630437","2025-12-10 15:25:32.250","2025-12-10 15:27:17.266","active","5.880","153"
"1473","J1","","","","","","SJA0316__282.5888812993851","2025-12-10 15:31:21.298","2025-12-10 15:39:26.735","active","3.160","153"
"1474","J1","","","","","","SJA0301__918.5608850525531","2025-12-10 15:34:32.017","2025-12-10 15:39:36.503","active","3.010","153"
"1475","J1","","","","","","SJA0314__824.3238257560085","2025-12-10 15:34:46.897","2025-12-10 15:39:45.070","active","3.140","153"
"1476","J1","","","","","","SJA0300__693.0652304082065","2025-12-10 15:35:06.649","2025-12-10 15:39:55.032","active","3.000","153"
"1477","J1","","","","","","SJA0290__900.0366348821549","2025-12-10 15:35:23.873","2025-12-10 15:40:04.183","active","2.900","153"
"1478","J1","","","","","","SJA0300__346.34018674409873","2025-12-10 15:35:41.977","2025-12-10 15:40:13.311","active","3.000","153"
"1479","J1","","","","","","SJA0324__604.6720911010095","2025-12-10 15:35:57.569","2025-12-10 15:40:22.783","active","3.240","153"
"1480","J1","","","","","","SJA0299__79.8533959663168","2025-12-10 15:36:10.376","2025-12-10 15:40:33.280","active","2.990","153"
"1481","J1","","","","","","SJA0314__381.39306711708355","2025-12-10 15:36:39.568","2025-12-10 15:40:41.998","active","3.140","153"
"1482","J1","","","","","","SJA0302__98.08962643706099","2025-12-10 15:36:52.312","2025-12-10 15:40:49.807","active","3.020","153"
"1483","J1","","","","","","SJA0287__943.2054207632794","2025-12-10 15:37:05.712","2025-12-10 15:40:57.695","active","2.870","153"
"1484","J1","","","","","","SJA0293__776.2963989856047","2025-12-10 15:37:23.473","2025-12-10 15:41:05.832","active","2.930","153"
"1485","J1","","","","","","SJA0322__305.3025574897703","2025-12-10 15:37:38.128","2025-12-10 15:41:26.482","active","3.220","153"
"1486","J1","","","","","","SJA0307__432.4058173832783","2025-12-10 15:37:53.106","2025-12-10 15:41:38.759","active","3.070","153"
"1487","J1","","","","","","SJA0308__260.07787978970254","2025-12-10 15:38:23.520","2025-12-10 15:41:51.104","active","3.080","153"
"1488","J1","","","","","","SJA0302__953.6623768607535","2025-12-10 15:38:36.368","2025-12-10 15:42:23.351","active","3.020","153"
"1489","J1","","","","","","SJA0305__337.5001435630931","2025-12-10 15:38:47.580","2025-12-10 15:42:30.975","active","3.050","153"
"1490","J1","","","","","","SJA0302__638.3841094173397","2025-12-10 15:38:57.936","2025-12-10 15:42:40.815","active","3.020","153"
"1491","J1","","","","","","SJA0212__230.43279395369342","2025-12-10 15:44:38.031","2025-12-10 15:47:56.119","active","2.120","153"
"1492","J1","","","","","","SJA0205__520.3173332854543","2025-12-10 15:44:53.111","2025-12-10 15:48:05.807","active","2.050","153"
"1493","J1","","","","","","SJA0311__275.4099337894098","2025-12-10 15:45:16.231","2025-12-10 15:48:15.231","active","3.110","153"
"1494","J1","","","","","","SJA0203__936.7493598190902","2025-12-10 15:45:30.175","2025-12-10 15:48:23.502","active","2.030","153"
"1495","J1","","","","","","SJA0191__324.38051433792305","2025-12-10 15:45:51.671","2025-12-10 15:48:32.648","active","1.910","153"
"1496","J1","","","","","","SJA0202__927.3493670094515","2025-12-10 15:46:08.775","2025-12-10 15:48:40.414","active","2.020","153"
"1497","J1","","","","","","SJA0195__337.4329693870346","2025-12-10 15:46:21.880","2025-12-10 15:48:49.615","active","1.950","153"
"1498","J1","","","","","","SJA0195__235.64428432967978","2025-12-10 15:46:42.887","2025-12-10 15:49:05.791","active","1.950","153"
"1499","J1","","","","","","SJA0197__419.23475330238904","2025-12-10 15:47:21.759","2025-12-10 15:49:13.942","active","1.970","153"
"1500","J1","","","","","","SJA0212__268.0789323661563","2025-12-10 15:47:36.319","2025-12-10 15:49:22.190","active","2.120","153"
"1501","J1","","","","","","SJA0200__800.9880371937647","2025-12-10 15:54:16.544","2025-12-10 15:56:47.390","active","2.000","153"
"1502","J1","","","","","","SJA0197__5.243355174088693","2025-12-10 15:54:38.054","2025-12-10 15:56:56.008","active","1.970","153"
"1503","J1","","","","","","SJA0209__290.51076815129704","2025-12-10 15:54:50.718","2025-12-10 15:57:08.278","active","2.090","153"
"1504","J1","","","","","","SJA0196__829.5872953435266","2025-12-10 15:55:01.334","2025-12-10 15:57:17.534","active","1.960","153"
"1505","J1","","","","","","SJA0204__812.457480461072","2025-12-10 15:55:14.726","2025-12-10 15:57:29.421","active","2.040","153"
"1506","J1","","","","","","SJA0202__775.4885988042996","2025-12-10 15:55:27.294","2025-12-10 15:57:39.231","active","2.020","153"
"1507","J1","","","","","","SJA0200__550.784172714718","2025-12-10 15:55:41.718","2025-12-10 15:57:47.398","active","2.000","153"
"1508","J1","","","","","","SJA0193__23.58249461394579","2025-12-10 15:55:56.871","2025-12-10 15:57:55.847","active","1.930","153"
"1509","J1","","","","","","SJA0198__943.6468456899752","2025-12-10 15:56:10.758","2025-12-10 15:58:03.398","active","1.980","153"
"1510","J1","","","","","","SJA0206__224.14860826916083","2025-12-10 15:56:30.373","2025-12-10 15:58:12.021","active","2.060","153"
"1511","J1","","","","","","SJA0198__66.04382517979235","2025-12-10 16:01:06.845","2025-12-10 16:03:36.382","active","1.980","153"
"1512","J1","","","","","","SJA0194__33.85149160646095","2025-12-10 16:01:19.470","2025-12-10 16:03:46.398","active","1.940","153"
"1513","J1","","","","","","SJA0190__331.25749815193427","2025-12-10 16:01:31.597","2025-12-10 16:03:58.365","active","1.900","153"
"1514","J1","","","","","","SJA0203__547.2111480505562","2025-12-10 16:01:45.805","2025-12-10 16:04:06.815","active","2.030","153"
"1515","J1","","","","","","SJA0203__892.450718522973","2025-12-10 16:02:00.710","2025-12-10 16:04:14.348","active","2.030","153"
"1516","J1","","","","","","SJA0194__24.700931366801846","2025-12-10 16:02:11.597","2025-12-10 16:04:23.637","active","1.940","153"
"1517","J1","","","","","","SJA0190__192.25988680212015","2025-12-10 16:02:24.813","2025-12-10 16:04:31.582","active","1.900","153"
"1518","J1","","","","","","SJA0206__324.0105386784935","2025-12-10 16:02:37.117","2025-12-10 16:04:39.884","active","2.060","153"
"1519","J1","","","","","","SJA0191__883.9855797295655","2025-12-10 16:02:49.468","2025-12-10 16:04:50.981","active","1.910","153"
"1520","J1","","","","","","SJA0212__278.58090025245195","2025-12-10 16:03:03.973","2025-12-10 16:05:02.237","active","2.120","153"
"1521","J2","","","","","","SJA0608__214.17712470644835","2025-12-11 08:25:37.322","2025-12-11 08:26:11.498","active","6.080","154"
"1522","J2","","","","","","SJA0805__514.1161479320186","2025-12-11 08:26:37.609","2025-12-11 08:26:56.623","active","8.050","154"
"1523","J2","","","","","","SJA0806__754.1084437622175","2025-12-11 08:27:05.100","2025-12-11 08:27:22.544","active","8.060","154"
"1524","J2","","","","","","SJA0794__422.84418702386085","2025-12-11 08:27:32.017","2025-12-11 08:27:51.048","active","7.940","154"
"1525","J2","","","","","","SJA0795__463.6335655334376","2025-12-11 08:28:00.817","2025-12-11 08:29:36.966","active","7.950","154"
"1526","J2","","","","","","SJA0419__173.4894447156463","2025-12-11 08:28:26.904","2025-12-11 08:29:59.780","active","4.190","154"
"1527","J3","","","","","","SA00120__661.8234177614611","2025-12-11 08:34:48.415","2025-12-11 08:35:06.503","active","1.200","155"
"1528","J3","","","","","","SA00112__853.7826938599904","2025-12-11 08:35:18.627","2025-12-11 08:35:35.382","active","1.120","155"
"1529","J3","","","","","","SA00107__84.41254627333717","2025-12-11 08:35:54.963","2025-12-11 08:36:11.534","active","1.070","155"
"1530","J3","","","","","","SA00108__590.9464252590589","2025-12-11 08:36:23.098","2025-12-11 08:36:33.653","active","1.080","155"
"1531","J3","","","","","","SA00117__263.4393651006397","2025-12-11 08:36:49.632","2025-12-11 08:37:02.588","active","1.170","155"
"1532","J3","","","","","","SA00106__412.3569648831598","2025-12-11 08:37:13.938","2025-12-11 08:37:31.542","active","1.060","155"
"1533","J3","","","","","","SA00120__959.7941712089641","2025-12-11 08:37:49.575","2025-12-11 08:38:05.205","active","1.200","155"
"1534","J3","","","","","","SA00100__0.8060019057074541","2025-12-11 08:38:28.454","2025-12-11 08:39:07.900","active","1.000","155"
"1535","J3","","","","","","SA00101__848.8330157367177","2025-12-11 08:39:18.512","2025-12-11 08:39:50.284","active","1.010","155"
"1536","J3","","","","","","SA00107__157.82152387635918","2025-12-11 08:40:03.591","2025-12-11 08:40:36.093","active","1.070","155"
"1537","J3","","","","","","SA00108__372.9378162801131","2025-12-11 08:41:38.535","2025-12-11 08:41:54.910","active","1.080","155"
"1538","J3","","","","","","SA00124__129.02053871491526","2025-12-11 08:42:06.510","2025-12-11 08:42:27.622","active","1.240","155"
"1539","J3","","","","","","SA00110__904.6726924236739","2025-12-11 08:42:46.254","2025-12-11 08:43:11.510","active","1.100","155"
"1540","J3","","","","","","SA00110__224.26104595798745","2025-12-11 08:43:22.463","2025-12-11 08:43:39.742","active","1.100","155"
"1541","J3","","","","","","SA00115__95.47065110006159","2025-12-11 08:43:48.654","2025-12-11 08:44:08.012","active","1.150","155"
"1542","J3","","","","","","SA00112__1.813577205537431","2025-12-11 08:44:17.908","2025-12-11 08:44:38.805","active","1.120","155"
"1543","J3","","","","","","SA00114__711.5096660708596","2025-12-11 08:44:48.271","2025-12-11 08:45:00.117","active","1.140","155"
"1544","J3","","","","","","SA00124__997.711106267674","2025-12-11 08:45:08.110","2025-12-11 08:45:20.957","active","1.240","155"
"1545","J3","","","","","","SA00120__658.7066799362622","2025-12-11 08:45:33.846","2025-12-11 08:45:49.492","active","1.200","155"
"1546","J3","","","","","","SA00107__366.47964032614544","2025-12-11 08:45:57.470","2025-12-11 08:46:08.837","active","1.070","155"
"1547","J3","","","","","","SA00096__241.33566991972822","2025-12-11 08:46:53.328","2025-12-11 08:59:37.893","active","0.960","155"
"1548","J3","","","","","","SA00115__289.56813199098195","2025-12-11 08:47:20.293","2025-12-11 08:47:32.157","active","1.150","155"
"1549","J3","","","","","","SA00112__70.82581139155431","2025-12-11 08:47:41.014","2025-12-11 08:47:54.652","active","1.120","155"
"1550","J3","","","","","","SA00105__855.300331477151","2025-12-11 08:48:01.158","2025-12-11 08:49:20.512","active","1.050","155"
"1551","J3","","","","","","SA00094__297.14966449981773","2025-12-11 08:49:37.277","2025-12-11 08:49:53.684","active","0.940","155"
"1552","J3","","","","","","SA00103__150.53773553955074","2025-12-11 08:50:03.237","2025-12-11 08:50:17.253","active","1.030","155"
"1553","J3","","","","","","SA00105__660.9167990944821","2025-12-11 08:50:26.526","2025-12-11 08:50:41.229","active","1.050","155"
"1554","J3","","","","","","SA00105__160.65033857278087","2025-12-11 08:50:49.477","2025-12-11 08:51:00.460","active","1.050","155"
"1555","J3","","","","","","SA00114__142.26788801977918","2025-12-11 08:51:13.911","2025-12-11 08:51:26.246","active","1.140","155"
"1556","J3","","","","","","SA00115__613.3165816683039","2025-12-11 08:51:36.405","2025-12-11 08:51:53.556","active","1.150","155"
"1557","J3","","","","","","SA00122__936.5576970451075","2025-12-11 08:52:04.085","2025-12-11 08:52:19.997","active","1.220","155"
"1558","J3","","","","","","SA00111__956.9411812368573","2025-12-11 08:52:26.773","2025-12-11 08:52:39.460","active","1.110","155"
"1559","J3","","","","","","SA00107__865.2623509740321","2025-12-11 08:52:48.205","2025-12-11 08:53:00.269","active","1.070","155"
"1560","J3","","","","","","SA00122__533.1970059479896","2025-12-11 08:53:08.461","2025-12-11 08:53:23.997","active","1.220","155"
"1561","J3","","","","","","SA00112__750.1270350780795","2025-12-11 08:53:32.445","2025-12-11 08:53:47.031","active","1.120","155"
"1562","J3","","","","","","SA00111__347.5469768768031","2025-12-11 08:53:54.133","2025-12-11 08:54:05.299","active","1.110","155"
"1563","J3","","","","","","SA00101__884.1163372262271","2025-12-11 08:54:12.740","2025-12-11 08:54:25.124","active","1.010","155"
"1564","J3","","","","","","SA00108__33.62097613116877","2025-12-11 08:54:34.949","2025-12-11 08:54:51.915","active","1.080","155"
"1565","J3","","","","","","SA00112__68.47379615913796","2025-12-11 08:55:00.901","2025-12-11 08:55:18.603","active","1.120","155"
"1566","J3","","","","","","SA00109__175.6146923742974","2025-12-11 08:55:34.093","2025-12-11 08:55:48.245","active","1.090","155"
"1567","J3","","","","","","SA00116__294.2307403309918","2025-12-11 08:55:58.004","2025-12-11 08:56:10.244","active","1.160","155"
"1568","J3","","","","","","SA00098__65.14714510762775","2025-12-11 08:56:23.133","2025-12-11 09:00:23.681","active","0.980","155"
"1569","J3","","","","","","SA00107__549.4611105222044","2025-12-11 08:56:45.460","2025-12-11 08:57:01.699","active","1.070","155"
"1570","J3","","","","","","SA00110__670.219694523674","2025-12-11 08:57:17.757","2025-12-11 09:01:04.850","active","1.100","155"
"1571","J4","","","","","","SA00408__77.63808869310384","2025-12-11 09:44:32.144","2025-12-11 09:46:29.918","active","4.080","156"
"1572","J4","","","","","","SA00411__659.4985707582429","2025-12-11 09:47:49.860","2025-12-11 09:58:14.279","active","4.110","156"
"1573","J4","","","","","","SA00411__26.25737834919528","2025-12-11 09:48:19.305","2025-12-11 09:58:29.461","active","4.110","156"
"1574","J4","","","","","","SA00415__782.4820756154742","2025-12-11 09:48:41.176","2025-12-11 09:58:44.879","active","4.150","156"
"1575","J4","","","","","","SA00459__665.6361094486907","2025-12-11 09:49:16.363","2025-12-11 09:59:39.162","active","4.590","156"
"1576","J4","","","","","","SA00408__817.7559019238481","2025-12-11 09:49:41.831","2025-12-11 09:59:54.352","active","4.080","156"
"1577","J4","","","","","","SA00212__598.5113242775792","2025-12-11 09:50:00.312","2025-12-11 10:00:11.731","active","2.120","156"
"1578","J4","","","","","","SA00410__816.6700124003761","2025-12-11 09:50:26.712","2025-12-11 10:00:37.069","active","4.100","156"
"1579","J4","","","","","","SA00413__314.19421372706944","2025-12-11 09:51:07.130","2025-12-11 10:00:58.440","active","4.130","156"
"1580","J4","","","","","","SA00409__281.5276130207864","2025-12-11 09:51:35.614","2025-12-11 10:01:26.572","active","4.090","156"
"1581","J4","","","","","","SA00419__445.1644912105148","2025-12-11 09:51:52.896","2025-12-11 10:01:59.496","active","4.190","156"
"1582","J4","","","","","","SA00410__376.32433776647","2025-12-11 09:52:20.563","2025-12-11 10:02:17.430","active","4.100","156"
"1583","J4","","","","","","SA00394__789.8473570019255","2025-12-11 09:52:50.599","2025-12-11 10:02:34.831","active","3.940","156"
"1584","J4","","","","","","SA00429__828.9350859429801","2025-12-11 09:53:40.398","2025-12-11 10:02:50.399","active","4.290","156"
"1585","J4","","","","","","SA00406__42.27138535539376","2025-12-11 09:54:03.946","2025-12-11 10:03:05.933","active","4.060","156"
"1586","J4","","","","","","SA00403__112.64857751982137","2025-12-11 09:54:30.781","2025-12-11 10:03:25.981","active","4.030","156"
"1587","J4","","","","","","SA00404__949.6948593805241","2025-12-11 09:54:58.079","2025-12-11 10:03:41.599","active","4.040","156"
"1588","J4","","","","","","SA00407__467.1258443782067","2025-12-11 09:55:18.181","2025-12-11 10:04:02.831","active","4.070","156"
"1589","J4","","","","","","SA00408__523.7402928053614","2025-12-11 09:55:36.534","2025-12-11 10:04:18.250","active","4.080","156"
"1590","J4","","","","","","SA00402__474.94918483501715","2025-12-11 09:55:57.416","2025-12-11 10:04:35.717","active","4.020","156"
